,Round,Date,Home,Away,Attendance,GHome,GAway,Winner,Season
96,Regular Season,2005-07-04,LA Galaxy,New England,0,1,1,,2005
97,Regular Season,2005-07-04,Real Salt Lake,MetroStars,0,2,2,,2005
98,Regular Season,2005-07-04,Colorado Rapids,KC Wizards,0,2,1,Colorado Rapids,2005
99,Regular Season,2005-07-09,Columbus Crew,San Jose,0,1,2,San Jose,2005
100,Regular Season,2005-07-09,MetroStars,LA Galaxy,0,2,1,MetroStars,2005
101,Regular Season,2005-07-09,Chivas USA,Real Salt Lake,0,5,1,Chivas USA,2005
103,Regular Season,2005-07-09,D.C. United,KC Wizards,0,0,1,KC Wizards,2005
104,Regular Season,2005-07-09,Chicago Fire,New England,0,1,0,Chicago Fire,2005
105,Regular Season,2005-07-15,D.C. United,San Jose,0,3,0,D.C. United,2005
106,Regular Season,2005-07-16,KC Wizards,Real Salt Lake,0,3,2,KC Wizards,2005
107,Regular Season,2005-07-16,LA Galaxy,Chivas USA,0,2,0,LA Galaxy,2005
108,Regular Season,2005-07-16,Chicago Fire,Columbus Crew,0,1,1,,2005
109,Regular Season,2005-07-16,MetroStars,Colorado Rapids,0,1,1,,2005
110,Regular Season,2005-07-16,New England,FC Dallas,0,3,2,New England,2005
111,Regular Season,2005-07-20,Colorado Rapids,San Jose,0,1,2,San Jose,2005
112,Regular Season,2005-07-20,KC Wizards,D.C. United,0,1,1,,2005
113,Regular Season,2005-07-20,Columbus Crew,MetroStars,0,1,0,Columbus Crew,2005
114,Regular Season,2005-07-22,Chivas USA,New England,0,1,0,Chivas USA,2005
115,Regular Season,2005-07-23,Columbus Crew,KC Wizards,0,2,0,Columbus Crew,2005
116,Regular Season,2005-07-23,LA Galaxy,D.C. United,0,0,1,D.C. United,2005
117,Regular Season,2005-07-23,San Jose,MetroStars,0,2,1,San Jose,2005
118,Regular Season,2005-07-23,Real Salt Lake,FC Dallas,0,3,0,Real Salt Lake,2005
119,Regular Season,2005-07-23,Colorado Rapids,Chicago Fire,0,4,1,Colorado Rapids,2005
120,Regular Season,2005-07-27,New England,LA Galaxy,0,1,1,,2005
121,Regular Season,2005-07-27,MetroStars,FC Dallas,0,3,2,MetroStars,2005
122,Regular Season,2005-08-06,Chicago Fire,D.C. United,0,2,3,D.C. United,2005
123,Regular Season,2005-08-06,San Jose,Columbus Crew,0,2,1,San Jose,2005
124,Regular Season,2005-08-06,New England,KC Wizards,0,1,2,KC Wizards,2005
125,Regular Season,2005-08-06,FC Dallas,MetroStars,0,2,2,,2005
126,Regular Season,2005-08-06,Real Salt Lake,Chivas USA,0,2,1,Real Salt Lake,2005
127,Regular Season,2005-08-06,Colorado Rapids,LA Galaxy,0,2,0,Colorado Rapids,2005
129,Regular Season,2005-08-10,New England,Real Salt Lake,0,4,1,New England,2005
130,Regular Season,2005-08-10,Chivas USA,LA Galaxy,0,0,1,LA Galaxy,2005
131,Regular Season,2005-08-10,D.C. United,MetroStars,0,3,0,D.C. United,2005
132,Regular Season,2005-08-10,Chicago Fire,KC Wizards,0,2,3,KC Wizards,2005
133,Regular Season,2005-08-13,D.C. United,Chivas USA,0,3,0,D.C. United,2005
134,Regular Season,2005-08-13,Chicago Fire,LA Galaxy,0,2,1,Chicago Fire,2005
135,Regular Season,2005-08-13,FC Dallas,New England,0,1,2,New England,2005
136,Regular Season,2005-08-13,Real Salt Lake,KC Wizards,0,2,4,KC Wizards,2005
137,Regular Season,2005-08-13,San Jose,Colorado Rapids,0,1,1,,2005
138,Regular Season,2005-08-14,MetroStars,Columbus Crew,0,2,1,MetroStars,2005
139,Regular Season,2005-08-17,Colorado Rapids,New England,0,2,0,Colorado Rapids,2005
140,Regular Season,2005-08-19,KC Wizards,Chicago Fire,0,3,0,KC Wizards,2005
141,Regular Season,2005-08-20,Columbus Crew,FC Dallas,0,1,0,Columbus Crew,2005
142,Regular Season,2005-08-20,D.C. United,LA Galaxy,0,2,3,LA Galaxy,2005
143,Regular Season,2005-08-20,Real Salt Lake,San Jose,0,0,1,San Jose,2005
144,Regular Season,2005-08-21,MetroStars,Chivas USA,0,3,3,,2005
145,Regular Season,2005-08-26,KC Wizards,Columbus Crew,0,0,1,Columbus Crew,2005
146,Regular Season,2005-08-27,FC Dallas,Chivas USA,0,2,2,,2005
147,Regular Season,2005-08-27,New England,D.C. United,0,2,1,New England,2005
148,Regular Season,2005-08-27,San Jose,LA Galaxy,0,2,1,San Jose,2005
149,Regular Season,2005-08-31,D.C. United,Real Salt Lake,0,5,1,D.C. United,2005
150,Regular Season,2005-09-03,MetroStars,KC Wizards,0,2,2,,2005
151,Regular Season,2005-09-03,Real Salt Lake,New England,0,0,1,New England,2005
152,Regular Season,2005-09-03,Chivas USA,Columbus Crew,0,0,3,Columbus Crew,2005
153,Regular Season,2005-09-03,FC Dallas,San Jose,0,0,2,San Jose,2005
155,Regular Season,2005-09-03,Colorado Rapids,D.C. United,0,1,0,Colorado Rapids,2005
156,Regular Season,2005-09-04,LA Galaxy,Chicago Fire,0,1,2,Chicago Fire,2005
157,Regular Season,2005-09-10,New England,Columbus Crew,0,3,1,New England,2005
158,Regular Season,2005-09-10,LA Galaxy,Colorado Rapids,0,4,1,LA Galaxy,2005
159,Regular Season,2005-09-10,San Jose,Chivas USA,0,3,0,San Jose,2005
160,Regular Season,2005-09-10,KC Wizards,MetroStars,0,0,1,MetroStars,2005
161,Regular Season,2005-09-10,FC Dallas,D.C. United,0,1,2,D.C. United,2005
162,Regular Season,2005-09-17,Chivas USA,San Jose,0,1,2,San Jose,2005
163,Regular Season,2005-09-17,MetroStars,New England,0,5,4,MetroStars,2005
164,Regular Season,2005-09-17,Columbus Crew,Chicago Fire,0,1,2,Chicago Fire,2005
165,Regular Season,2005-09-17,KC Wizards,LA Galaxy,0,2,2,,2005
166,Regular Season,2005-09-17,D.C. United,Colorado Rapids,0,2,0,D.C. United,2005
167,Regular Season,2005-09-18,FC Dallas,Real Salt Lake,0,2,1,FC Dallas,2005
168,Regular Season,2005-09-21,Columbus Crew,New England,0,1,1,,2005
169,Regular Season,2005-09-21,FC Dallas,LA Galaxy,0,4,1,FC Dallas,2005
170,Regular Season,2005-09-21,Colorado Rapids,Real Salt Lake,0,2,0,Colorado Rapids,2005
171,Regular Season,2005-09-21,San Jose,Chicago Fire,0,2,0,San Jose,2005
172,Regular Season,2005-09-24,New England,MetroStars,0,1,0,New England,2005
173,Regular Season,2005-09-24,San Jose,FC Dallas,0,1,1,,2005
174,Regular Season,2005-09-24,Real Salt Lake,Columbus Crew,0,1,2,Columbus Crew,2005
175,Regular Season,2005-09-24,Chivas USA,Colorado Rapids,0,1,3,Colorado Rapids,2005
176,Regular Season,2005-09-25,LA Galaxy,KC Wizards,0,2,1,LA Galaxy,2005
177,Regular Season,2005-10-01,KC Wizards,Chicago Fire,0,0,1,Chicago Fire,2005
178,Regular Season,2005-10-01,Colorado Rapids,Real Salt Lake,0,2,1,Colorado Rapids,2005
179,Regular Season,2005-10-01,New England,San Jose,0,0,2,San Jose,2005
181,Regular Season,2005-10-01,LA Galaxy,FC Dallas,0,2,1,LA Galaxy,2005
182,Regular Season,2005-10-01,Columbus Crew,Chivas USA,0,0,1,Chivas USA,2005
183,Regular Season,2005-10-01,MetroStars,D.C. United,0,1,4,D.C. United,2005
184,Regular Season,2005-10-05,FC Dallas,Columbus Crew,0,2,1,FC Dallas,2005
185,Regular Season,2005-10-05,Real Salt Lake,D.C. United,0,1,3,D.C. United,2005
186,Regular Season,2005-10-05,Chicago Fire,MetroStars,0,2,2,,2005
187,Regular Season,2005-10-05,Colorado Rapids,Chivas USA,0,1,1,,2005
188,Regular Season,2005-10-08,FC Dallas,Colorado Rapids,0,0,0,,2005
189,Regular Season,2005-10-08,D.C. United,MetroStars,0,1,2,MetroStars,2005
190,Regular Season,2005-10-08,San Jose,Real Salt Lake,0,2,2,,2005
191,Regular Season,2005-10-08,Chicago Fire,Columbus Crew,0,1,2,Columbus Crew,2005
192,Regular Season,2005-10-08,KC Wizards,New England,0,2,2,,2005
193,Regular Season,2005-10-12,Real Salt Lake,Colorado Rapids,0,0,1,Colorado Rapids,2005
194,Regular Season,2005-10-15,FC Dallas,KC Wizards,0,2,2,,2005
195,Regular Season,2005-10-15,New England,Chicago Fire,0,1,0,New England,2005
196,Regular Season,2005-10-15,D.C. United,Columbus Crew,0,2,2,,2005
197,Regular Season,2005-10-15,LA Galaxy,San Jose,0,1,3,San Jose,2005
198,Regular Season,2005-10-16,Chivas USA,MetroStars,0,0,2,MetroStars,2005
199,Conference Semifinals,2005-10-21,Chicago Fire,D.C. United,11493,0,0,,2005
200,Conference Semifinals,2005-10-22,MetroStars,New England,10003,1,0,MetroStars,2005
201,Conference Semifinals,2005-10-22,Colorado Rapids,FC Dallas,9625,0,0,,2005
202,Conference Semifinals,2005-10-23,LA Galaxy,San Jose,17466,3,1,LA Galaxy,2005
203,Conference Semifinals,2005-10-29,New England,MetroStars,9581,3,1,New England,2005
204,Conference Semifinals,2005-10-29,FC Dallas,Colorado Rapids,10104,2,2,Colorado Rapids,2005
205,Conference Semifinals,2005-10-29,San Jose,LA Galaxy,17824,1,1,,2005
207,Conference Semifinals,2005-10-30,D.C. United,Chicago Fire,20089,0,4,Chicago Fire,2005
208,Conference Finals,2005-11-05,Colorado Rapids,LA Galaxy,12789,0,2,LA Galaxy,2005
209,Conference Finals,2005-11-06,New England,Chicago Fire,18118,1,0,New England,2005
210,MLS Cup 2005,2005-11-13,New England,LA Galaxy,21193,0,1,LA Galaxy,2005
